,Description,NaceCode,Age,Number_of_Activities
1440,Activités d'enquête,80300,12.227091633466136,602
1441,Autres transports terrestres de voyageurs n.c.a.,49390,12.210047201618341,13960
1442,"Intermédiaires du commerce en machines, équipements industriels, navires et avions",46140,12.207079646017698,7632
1443,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,47740,12.183564567769476,9022
1444,Fabrication d'autres produits alimentaires n.c.a.,10890,12.115583075335397,3016
1445,Activités des gardiennes d'enfants,88912,12.10759493670886,2388
1446,"Activités des aides familiales à domicile, sauf soins à domicile",88101,12.104895104895105,2963
1447,Commerce de gros d'équipements sanitaires,46736,12.083175803402646,3779
1448,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",47820,12.029012345679012,11952
1449,Fabrication d'ouvrages en fibre-ciment,23650,12.015384615384615,2129
1450,Commerce de gros d'autres produits alimentaires n.c.a.,46389,12.01457142857143,9876
1451,Activités des marchands de biens immobiliers,68100,12.009933601714854,99758
1452,"Organisation de loteries, lotos, pronostics,paris mutuels, etc.",9200001,12.0,3285
1453,Collecte de lait et transport vers les unités de traitement du lait,4941002,12.0,1102
1454,Commerce de gros de matériel médico-chirurgical et de fournitures dentaires,4646001,12.0,2571
1455,"Commerce de gros de produits laitiers (lait, beurre, fromage, etc.)",4633101,12.0,1407
1456,"Intermédiaires du commerce en montres, articles en métaux précieux et bijoux",4615008,12.0,4087
1457,Intermédiaires du commerce en produits pharmaceutiques et articles orthopédiques,4615006,12.0,1683
1458,"Fabrication d'articles confectionnés pour l'ammeublement : rideaux, tours de lit, stores, housses pour meubles, etc.",1392901,12.0,1647
1459,la culture de betteraves sucrières,0111003,12.0,3240
1460,Autre distribution de crédit n.c.a.,64929,11.995934959349594,3240
1461,"Installation de chauffage, de ventilation et de conditionnement d'air",43222,11.995187767033956,68967
1462,Commerce de gros de mobilier de bureau,46650,11.990963855421686,2617
1463,Activités de soutien aux cultures,01610,11.987385988744421,26304
1464,Commerce de détail de produits à base de tabac en magasin spécialisé,47260,11.98165137614679,14657
1465,Location et location-bail de téléviseurs et d'autres appareils audiovisuels,77292,11.960526315789474,6862
1466,"Traitement et élimination des déchets non dangereux, sauf boues et déchets liquides",38213,11.9375,1300
1467,Activités des agents et courtiers en services bancaires,66191,11.925735294117647,8279
1468,"Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels",46510,11.892656950672645,26666
1469,Autres activités d'édition,58190,11.882860665844635,10294
1470,Commerce de détail de quincaillerie et d'outils en magasin spécialisé,47525,11.820359281437126,5772
1471,Fabrication de carrosseries de véhicules automobiles,29201,11.769349845201239,2471
1472,Commerce de détail en magasin non spécialisé à prédominance alimentaire (surface de vente = 2500m²),47115,11.768361581920903,576
1473,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,46180,11.765463414634146,43643
1474,Activités de clubs cyclistes,93124,11.732970027247957,664
1475,"Location et location-bail de machines à sous, de machines de jeux et de machines automatiques de vente de produits",77391,11.727272727272727,1320
1476,Fabrication d'autres produits céramiques à usage technique,23440,11.717948717948717,227
1477,Travaux de menuiserie,43320,11.70971689059501,104210
1478,Fabrication d'aliments pour animaux de compagnie,10920,11.709677419354838,566
1479,Commerce de gros d'autres matériaux de construction,46739,11.70750237416904,7526
1480,Commerce de détail en magasin non spécialisé de produits surgelés,47111,11.705286839145106,3537
1481,Services d'information touristique,79901,11.700259235255995,7330
1482,Location et location-bail de matériel médical et paramédical,77295,11.692708333333334,2458
1483,Fabrication de charpentes et d'autres menuiseries,16230,11.683599737245457,27460
1484,"Commerce de gros de tissus, d'étoffes et d'articles de mercerie",46411,11.64488017429194,2288
1485,"Transformation et conservation de légumes, sauf fabrication de légumes surgelés",10391,11.643292682926829,1404
1486,Fabrication de meubles de cuisine,31020,11.622263450834879,17326
1487,Commerce de gros de carrelages,46735,11.598802395209582,2301
1488,Fabrication de lampes,27401,11.590909090909092,892
1489,Services de déménagement,49420,11.589619118745333,9313
1490,Transports maritimes et côtiers de passagers,50100,11.588628762541806,870
1491,Organisation de jeux de hasard et d'argent,92000,11.588428974600188,5592
1492,"Autres activités auxiliaires de services financiers n.c.a., hors assurance et caisses de retraite",66199,11.584415584415584,13737
1493,Pose de revêtements en bois de sols et de murs,43332,11.560078791858174,52179
1494,Fabrication de sucre,10810,11.555555555555555,947
1495,Construction générale de bâtiments résidentiels,41201,11.525785148964058,79190
1496,Commerce de gros de déchets et débris n.c.a.,46779,11.516891891891891,1086
1497,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,47750,11.512184917895617,53038
1498,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,98200,11.5,110
1499,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,98100,11.5,113
1500,"Location et location-bail de conteneurs à usage d'habitation, de bureau et similaires",77394,11.5,1462
1501,"la création et l'entretien de jardins, de parcs et d'espaces verts pour installations sportives",0141011,11.5,15835
1502,"Location et location-bail de machines-outils, de matériel et d'outils à main pour le bricolage",77291,11.455859969558599,7110
1503,"Activités d'ingénierie et de conseils techniques, sauf activités des géomètres",71121,11.454282345374638,43748
1504,Fabrication de bière,11050,11.4469320066335,3292
1505,Fonds de placement et entités financières similaires,64300,11.43921568627451,1034
1506,"Commerce de détail d'animaux de compagnie, d'aliments et d'accessoires pour ces animaux en magasin spécialisé",47762,11.414235705950992,13960
1507,Fabrication de coutellerie,25710,11.406593406593407,543
1508,Production de films cinématographiques,59111,11.400597269624573,7960
1509,Fabrication d'étoffes à mailles,13910,11.383886255924171,1131
1510,Commerce de gros de porcelaine et de verrerie,46441,11.359832635983263,1896
1511,Reproduction d'enregistrements,18200,11.30527289546716,5849
1512,Commerce de gros d'autres produits agricoles,46214,11.299242424242424,1508
1513,Fabrication d'appareils sanitaires en céramique,23420,11.277777777777779,303
1514,Services du feu,84250,11.276315789473685,580
1515,"Entretien et réparation général d'autres véhicules automobiles ( > 3,5 tonnes )",45202,11.264888041924726,9958
1516,Extraction d'ardoise,14130,11.242654683719323,17936
1517,"Location et location-bail de textiles, d'habillement, de bijoux et de chaussures",77294,11.233038348082596,3517
1518,Autres activités des services financiers,64999,11.221058145625982,8226
1519,Fabrication de produits pharmaceutiques de base,21100,11.213213213213214,947
1520,Activités des centres de culture physique,93130,11.211506622516556,7660
1521,"Commerce de détail d'autres véhicules automobiles ( > 3,5 tonnes )",45193,11.200918484500574,11949
1522,Réalisation de spectacles par des artistes indépendants,90011,11.175446922955228,41212
1523,Construction de navires et de structures flottantes,30110,11.15625,411
1524,Transport par ambulance,86903,11.14864864864865,1577
1525,"Chasse, piégeage et services annexes",01700,11.117647058823529,567
1526,Fabrication de linge de lit et de table et d'articles textiles à usage domestique,13921,11.106732348111658,2863
1527,Vitrerie,43343,11.106564615837504,32083
1528,Commerce de gros d'aliments pour animaux de compagnie,46383,11.104255319148937,1794
1529,Autre reproduction de plantes,01309,11.102380952380953,2909
1530,Collecte des déchets non dangereux,38110,11.098387096774193,2952
1531,Commerce de gros de composants et d'équipements électroniques et de télécommunication,46520,11.086164043082022,10556
1532,Commerce de gros d'aliments pour le bétail,46212,11.083769633507853,2220
1533,Transports de voyageurs par taxis,49320,11.058519236986744,12729
1534,Fabrication de verre creux,23130,11.05,625
1535,Construction de bateaux de plaisance,30120,11.045454545454545,380
1536,Régie publicitaire de médias,73120,11.030460142579392,11492
1537,Travaux de couverture,43910,11.026369937188651,56732
1538,Commerce de détail de peinture et de vernis en magasin spécialisé,47526,11.021739130434783,4630
1539,Enseignement de la conduite d'aéronefs et de bateaux,85532,11.016248153618907,1535
1540,Travaux d'installation électrotechnique de bâtiment,43211,11.005180262675946,100336
1541,"Gestion et exploitation de centres polyvalents, principalement destinés à la pratique du sport",9311002,11.0,1718
1542,Gestion et exploitation de centres sportifs destinés à accueillir des événements ou des disciplines sportifs de toute nature,9311001,11.0,2119
1543,"Commerce de détail de tous types de produits exercé selon des modalités non prévues dans les classes précédentes: par démarcheurs, distributeurs automatiques, démonstrateurs, marchands ambulant, etc.",4799001,11.0,9912
1544,Autres commerces de détail sur marchés et éventaires,4789001,11.0,2525
1545,Récupération de métaux ferreux et non ferreux recyclables par le compactage des ferrailles et des véhicules usagés,3831011,11.0,604
1546,Construction de réseaux électriques et de télécommunications,42220,10.983210671573136,24028
1547,Télécommunications,64200,10.967831703643187,174960
1548,Activités de clubs d'autres sports,93129,10.892936472678809,4083
1549,Fabrication de bicyclettes et de véhicules pour invalides,30920,10.884984025559106,1328
1550,Commerce de gros de vin et de spiritueux,46341,10.876656007309274,6862
1551,Traduction et interprétation,74300,10.8692342140618,21999
1552,Traitement physico-chimique des boues et des déchets liquides,38212,10.86,416
1553,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",82190,10.858487654320987,36009
1554,Traitement et revêtement des métaux,25610,10.84111268269684,7843
1555,Edition musicale,59203,10.804145077720207,7664
1556,Autres commerces de détail sur éventaires et marchés,47890,10.77087698293924,21943
1557,Hébergement touristique et autre hébergement de courte durée n.c.a.,55209,10.768444119795472,3747
1558,Gestion des jardins botaniques et zoologiques,91041,10.76777251184834,520
1559,Autres activités de construction spécialisées,43999,10.764390548558342,88991
1560,Élevage de chevaux et d'autres équidés,01430,10.735191637630662,10825
1561,Réparation d'ordinateurs et d'équipements périphériques,95110,10.70349309504468,23812
1562,Contrôle technique des véhicules automobiles,71201,10.693379790940767,1464
1563,"Commerce de détail de parquet, de laminés et de revêtement en liège en magasin spécialisé",47524,10.691029900332225,3162
1564,Commerce de gros d'huiles et de graisses brutes d'origine végétale ou animale,46213,10.68235294117647,515
1565,Peinture de bâtiments,43341,10.676740349719564,50547
1566,Commerce de gros d'appareils d'éclairage,46473,10.672701949860723,7771
1567,Services d'aménagement paysager,81300,10.658762495854456,97029
1568,Traitement des semences,01640,10.64102564102564,1008
1569,Activités des agences de publicité,73110,10.639021691888262,49421
